speechID|speech|speakerID|date|num_order_within_file|file|line_start|line_end|page|char count|word count|state|name|chamber|district|party
10419950117512|Without objection, it is so ordered|104900|950804|393|Scr04au95-103 1.txt|4876|004876|S11372-S11437|35|6|NA|Speaker|NA|NA|N/A
10419950118268|It seems to me, you might be on to something here. We might even finish a bill over here. There is not much precedent for doing anything in the Senate, but there is always hope we might finish something. We have got a lot of stuff in the bone yard now that keeps piling up out there. Sooner or later we have to finish it. If we do not do it today, then we will be doing it a week from today or sometime. So if we can reach a time agreement, that would certainly help the managers. I do not want to discourage the managers. We can go on to the Interior appropriations bill or we can start the welfare bill today. But I would rather complete this bill before we go to the Interior bill. And there is still some hope we can come back to the Defense authorization bill that we almost completed yesterday and would like to complete today. But I hope that the managers might try to shop around for time agreements, and if not, maybe set aside this particular controversy and go ahead and do the rest of the bill and see if we can negotiate in the meantime. If we are going to have what amounts to a filibuster all day long, then I think probably we would just go on to something else.|104466|950805|57|Scr05au95-125 1.txt|539|000557|S11517-S11521|1178|231|KS|Bob Dole|S|NA|R
10419950118663|Without objection, it is so ordered The amendment is as follows:|104900|950805|157|Scr05au95-130 1.txt|1314|001319|S11557-S11574|64|11|NA|Speaker|NA|NA|N/A
10419950120184|At this point, without knowing our final 602 allocation for the Transportation Subcommittee, it is hard to predict a final AIP or MAP figure. However, I stand ready to work in conference with the distinguished Senator from New Mexico on achieving the highest funding possible for AIP and in turn, working for the highest possible level of funding for MAP.|104510|950809|138|Scr09au95-18 1.txt|1420|001426|S12064-S12076|355|60|OR|Mark Hatfield|S|NA|R
10419950130062|Approximately 25 minutes for each side|104900|950928|64|Scr28se95-170 1.txt|1475|001475|S14438-S14456|38|6|NA|Speaker|NA|NA|N/A
10419950130344|Mr. President, I would first like to thank my colleague from Delaware, Senator Biden, for crafting and offering this amendment as well as my colleague from Utah, Senator Hatch, for his leadership. Mr. President, I want to speak to you today not just as a U.S. Senator, or a citizen of Maine, or even as a Republican. I want to speak to you as a woman, and I want to speak to you on behalf of the 135 million women of America about an issue that has more likely than not touched each of our lives at some point in time. Let me just say that it is not an uncommon occurrence in Congress for either Chamber to authorize funding for a particular program but not to fully fund that program at the authorized levels. It happens often, and, in some circumstances, there may be justifiable reasons to take such a course of action. By not fully funding some wasteful programs, we might even save the taxpayers of America some of their hard earned tax dollars and use them towards programs that work and that make a difference in the daily lives of America's families. But I think it would come as a great surprise to many Americans-- especially to those 135 million women--to know that a program such as the Violence Against Women Act, which was passed as part of last year's crime bill in Congress, has not yet been fully funded. Now, I think it is safe to say that the Violence Against Women Act is one program that deserves its full funding. It is not wasteful. It is not unnecessary. It is not--and should not be--a target of waste watchers. And it is not to be overlooked. But it has been. Fortunately, today, we have an opportunity to correct this oversight. For those who may be wary of its funding--or who may doubt its necessity in this era of penny-pinching and budget scrutiny--let me just take a moment to paint a picture of life in America's streets and homes for some women. It is a picture where more than 2.5 million women annually are victims of violent crimes. It is a picture where an estimated 5,000 women are beaten to death each year. [[Page S 14511]] It is a picture where in the 1990's, one out of every eight women have been the victim of a forcible rape. It is a picture where every 15 seconds in America, a woman is battered--and where every 6 minutes, a woman is raped. It is a picture where, between 1989 and 1993, the number of known rape offenses increased by 11 percent--despite more awareness of violence against women. It is a picture where a woman in our country is more likely to be assaulted, injured, raped, or killed by a male partner than by any other assailant. It is a picture where at least a third of all female emergency room patients are battered women, while a third of all homeless women and children are without shelter because they are fleeing domestic violence. And the litany of tragedy and violence goes on to paint an even fuller, starker, and more disheartening picture. This is an issue about a woman's safety, a woman's rights, and our ability as a nation to protect those inalienable rights as guaranteed under the Constitution. But how can we defend a woman's right to ``life, liberty, and the pursuit of happiness'' when we cannot protect her from ``rape, battery, and the onslaught of violence.'' Mr. President, the Violence Against Women Act is a critical tool in our fight to combat domestic violence across America. It is an essential bill for our mothers, our daughters, our sisters, our relatives, our friends, and our coworkers. It contains provisions that enhance penalties for sex offenders; provides grants to States to improve law enforcement, prosecution, and victims services in cases of violent crimes against women; authorizes over $200 million for rape prevention and education programs; provides funds for the creation of a national domestic violence hotline as well as battered women's shelters; and does much more. These provisions will help become a shield for women and deliver justice to victims of hateful and brutal assaults. Already, within the past year, two individuals have been imprisoned for life terms under this act for beating their spouses or girlfriends. While I will be the first to say that violence knows no gender barriers and is clearly a threat to both men and women alike, no one can turn a blind eye to the fact that women are especially to be found in the scope of danger and crime. Consider that women are six times--6 times--more likely than men to experience violence committed by an intimate. Consider that women and girls are victimized by relatives at four times the rate of males. And consider that an astounding 95 percent of violence victims are, in fact, women. But the men of America have a stake in this legislation as well, which is why the fight here on the floor has been joined by such men as Senators Biden and Hatch. Namely, the fathers, sons, and brothers of the women of America who face the threat of violence each and every day. They deserve to know that the women who mean the most to them and their lives are safe on the streets of our cities. It is for these reasons that I and 29 of my Senate colleagues requested that we fully fund the Violence Against Women Act in an August 9 letter to the Senate Appropriations Committee. The Violence Against Women Act should be fully funded as it is supposed to be fully paid for out of the crime trust fund that Congress created last year. But the bill before us does not provide for it. Rather, the moneys within the crime trust fund have been what they call ``re-prioritized,'' which in English means that the Violence Against Women Act has been short-changed to the tune of about $75 million. In fiscal year 1995, total funding for this program was $26 million. The House Appropriations Committee appropriated $125 million for the program for fiscal year 1996, and the Senate Appropriations Subcommittee funded $100 million--a threefold increase over current funding, but still far short--woefully short--of what American women need and deserve to combat violence and domestic abuse. Today, we are proposing a remedy to meet this crisis of funding head- on. The amendment offered by the Senator from Delaware and the Senator from Texas provides the additional $75 million needed to fully fund the Violence Against Women Act. Mr. President, let me conclude by saying that--as a former Cochair of the Congressional Caucus for Women's Issues--I understand and know first-hand the importance of making women's health and women's safety a priority for Congress, because we must speak out for the 135 million women and girls of America. We cannot let them down. We can no longer treat the Violence Against Women Act as a political football and simply fumble away women's needs and concerns. I urge my colleagues to support the Biden-Gramm amendment.|104475|950928|131|Scr28se95-174 1.txt|6974|007088|S14471-S14541|6807|1189|ME|Olympia Snowe|S|NA|R
10419950132532|I can answer the question, now I understand what the Senator is saying. You are saying that bandwidth and a piece of real estate are the same? They are not the same. In that regard they are not the same. The people's airwaves are licensed.|104491|951013|31|Scr13oc95-61 1.txt|601|000605|S15144-S15152|239|45|NE|Bob Kerrey|S|NA|D
10419950132678|I will be generous with my colleague|104460|951017|4|Scr17oc95-145 1.txt|180|000180|S15193-S15195|36|7|IL|Paul Simon|S|NA|D
10419950133622|Without objection, it is so ordered|104900|951023|13|Scr23oc95-19 1.txt|590|000590|S15436-S15441|35|6|NA|Speaker|NA|NA|N/A
10419950134124|Under a previous order, the Senate will now stand in adjournment until 10 a.m. on Wednesday, October 25. Thereupon, the Senate, at 8:03 p.m., adjourned until Wednesday, October 25, 1995, at 10 a.m.|104900|951024|1|Scr24oc95-190 1.txt|16|000019|S15594|197|33|NA|Speaker|NA|NA|N/A
10419950136942|As I understand it, the amendment offered by Senator Nickles is the exact content of the amendment that I was going to offer. So I have no opposition.|104496|951027|118|Scr27oc95-9 1.txt|1039|001041|S15999-S16014|150|28|NJ|Bill Bradley|S|NA|D
10419950138304|Mr. President, I ask unanimous consent that the order for the quorum call be rescinded.|104494|951107|74|Scr07no95-170 1.txt|3036|003037|S16730-S16752|87|15|NH|Bob Smith|S|NA|R
10419950138364|The Senator's time has expired|104900|951108|12|Scr08no95-135 1.txt|2743|002743|S16761-S16801|30|5|NA|Speaker|NA|NA|N/A
10419950139161|Does the Senator yield the floor?|104900|951113|11|Scr13no95-170 1.txt|143|000143|S16979-S16980|33|6|NA|Speaker|NA|NA|N/A
10419950140440|He said that to sign this continuing resolution would mean that he would have to commit to the Republican budget proposal.|104495|951116|57|Scr16no95-109 1.txt|950|000951|S17137-S17147|122|21|NH|Judd Gregg|S|NA|R
10419950140594|I would note that my colleague makes a strong case in support of this initiative. I, too, understand the importance HBCU/MI programs play in the research efforts and capabilities of the Department.|104438|951116|75|Scr16no95-111 1.txt|2641|002644|S17148-S17170|197|32|AK|Ted Stevens|S|NA|R
10419950141341|Madam President, I understand Members may be trying to restate the question by the Senator from Arizona. I will assure the Senator from Arizona and the Democratic leader that when they are getting close to that I will yield immediately for them to make the request again. Basically the point is a very serious point. I do not want to make motions on this or other reconciliation bills. I do so only reluctantly. But this is such a major change in the antitrust law to be tucked in here absent hearings, absent debate, and absent votes. I think is wrong. For those Members of the Senate who are here, when we talked about the Byrd rule in the first place, it was specifically for this. We are talking about a reconciliation bill that goes past the normal debate rules of the Senate. I see the distinguished senior Senator from West Virginia on the floor. I think he would be the first to agree regarding this reconciliation. [[Page S 17322]] The budget reconciliation conference report would cast aside the per se rule, and override the Maricopa decision for provider groups and provider-sponsored organizations or PSOs. Members of provider groups, such as doctors, would not be required to share financial risk in order to avoid per se treatment when they collectively set fees at which they provide services. Instead, these loose-knit groups would merely have to meet a checklist of criteria to qualify for the special treatment. None of the group requirements is a substitute for the antitrust law's requirement of meaningful, shared risk. Under the language of the conference report the members need only be part of a group that ``is funded in part by capital contributions made by the members.'' This is no substitute for the shared risk required of a joint venture under antitrust law. Nor would members of PSOs be required to share financial risk under currently governing law in order to avoid per se treatment under traditional analysis. Instead, they are provided their own special antitrust rule in subsection by which ``affiliated'' providers need share, ``directly or indirectly,'' barely a majority financial interest in the PSO. So long as the providers, who would otherwise be competitors, meet the indirect affiliation provisions of the bill, they will be allowed to exchange information ``relating to costs, sales, profitability, marketing, prices, or fees for any health care product or service.'' These provisions each require the antitrust enforcement agencies to conduct a resource-intensive analysis of the ``properly defined market'' in order to challenge conduct that normally would be swiftly condemned as price fixing. Given limited enforcement resources, this change in law inevitably would mean that some anticompetitive activities will go unprosecuted. Could it be that this explains the doctors' lobby's insistence on inclusion of this provision in the conference report? The provisions regarding the provider groups admittedly have to revenue or savings effect for deficit reduction purposes. The provisions regarding the PSOs did not have a score until, miraculously, just before this debate was about to being. Neither set of special rules is integral to Medicare reform. Although defended as a means to encourage provider-sponsored health plans as an alternative to insurers, no such special antitrust treatment is needed to promote Medicare reform. Provider networks already exist without any special antitrust rule. According to industry statistics, 20 percent of all PPOs and 15 percent of all HMOs are provider-owned. A survey by Modern Healthcare showed that in 1994, without a special antitrust rule, over 9 million people were enrolled in provider-owned PPOs. In addition, many other provider- sponsored managed care plans are being developed or planned without the enactment of a special antitrust rule. The Physician Payment Review Commission concluded in its 1995 Report to Congress that the available information did not indicate a significant problem of antitrust laws impeding the development of provider-sponsored managed care plans. The PPRC Report noted press accounts indicating that many physician- sponsored networks are in the process or formation and that ``three- fourths of state medical societies are either contemplating or are actually in the process of establishing physician-sponsored networks.'' Finally, in the past 2 years the Federal Trade Commission and the Department of Justice have issued literally dozens of staff advisory opinions approving the proposed development of provider-sponsored networks. The Senate bill contains no such provisions. In debate on our bill, Senator Frist expressly noted the absence of a Senate provision like proposed section 1853. Senator Hatch spoke to the ``creative tension'' in the health care delivery system involving providers and insurers, and noted Senate consideration of the `` antitrust requirements in current law.'' He concluded that the Senate bill, which had no such special antitrust rule, met the goals of providing real health care choices while making sure that there is accountability. Thus, no special antitrust rule was considered necessary when the Senate debated its Medicare reform package in its budget reconciliation bill a short time ago. These provisions threaten significant injury to competition outside the Medicare program. By allowing competing providers to share information about ``costs, sales, profitability, marketing, prices, or fees'' and to agree on prices in the context of MedicarePlus, the exemption is likely to have the effect of dampening competition among those same providers for non-MedicarePlus business. For this reason among others, special antitrust rules of this type are opposed by the U.S. Chamber of Commerce, the National Business Coalition on Health, the National Manufacturers Association, the ERISA Industry Committee, the Business Roundtable, the APPWP--The Benefits Association, and the National Association of Attorneys General. No language--and certainly not the fig leaf provided in proposed section 1853, which purports to limit the information exchanged among providers affiliated with a PSO to having not been used for any other purpose than to establish the PSO--can effectively prevent against this spillover effect. Once putative competitors are authorized by statute to share information about ``costs, sales, profitability, marketing, prices'' and fees and to agree on prices for MedicarePlus, they cannot and will not be able to ignore that knowledge they already possess when it comes to setting their prices for others. Providers who agree on prices to be demanded from PSOs or as PSOs may implicitly agree to adhere to similar prices with respect to other activities or moderate their competitive behavior based on the knowledge gained thereby. Once competing providers have met to negotiate their fees, the information they have exchanged and the understandings they have reached would likely spill over into their other dealings and into non-MedicarePlus areas in which health care services ought to be governed by competitive forces. Thus, Gail R. Wilensky, Ph.D., the Chair of the Physician Payment Review Commission, recently testified on September 22, 1995, before the House Ways and Means Committee on Medicare Reform that ``even if a change applies only to the Medicare market, it may be difficult to keep potentially anticompetitive practices from spilling into other markets served by the networks.'' We do not need to enact such provisions and certainly should not do so as part of budget reconciliation. I object and trust my colleagues will not approve such changes in our antitrust laws without proper analysis, justification, study or debate.|104527|951117|60|Scr17no95pt2-90 1.txt|886|001009|S17315-S17330|7737|1198|VT|Patrick Leahy|S|NA|D
10419950143147|Who yields time?|104900|951206|99|Scr06de95-137 1.txt|2302|002302|S18071-S18086|16|3|NA|Speaker|NA|NA|N/A
10419950143488|If the Senator will yield, that picture is not factual, right? That picture is not factual, is it?|104514|951207|65|Scr07de95-165 1.txt|1837|001838|S18183-S18228|98|18|PA|Rick Santorum|S|NA|R
10419950144204|Without objection, it is so ordered|104900|951212|2|Scr12de95-105 1.txt|18|000018|S18431|35|6|NA|Speaker|NA|NA|N/A
10419950145013|I yield myself just 1 minute, and then I would like to yield. But first, let me point out that occasionally we do get some humor in these proceedings, these very serious matters we are dealing with. I got this statement of administration policy. At the end of it, it said, ``The administration would like to work with the Congress to address the issues discussed above.'' Well, they have done a pretty good job of preventing working with us after spending 3 frustrating weeks trying to hear from them. I find out now in their written statement that they want to work with me. I have a telephone number. It is listed. I can be reached. Nobody called. Let me just say that all of the items you can make an argument we need more money for. Nobody is willing to come forward and say where the cuts are made. We cut low-priority EPA items, useless funds in Superfund, earmarked or pork projects in waste-water treatment. I think we have done as good a job as we can under the circumstances. Mr. President, if I may, I would like to yield 3 minutes to the Senator from North Carolina. I know that the Senator from Arizona is here. He has the longer statement. The Senator from North Carolina had asked for 3 minutes. I yield 3 minutes to him.|104486|951214|10|Scr14de95-156 1.txt|451|000469|S18639-S18658|1236|229|MO|Kit Bond|S|NA|R
10419960000833|If the gentleman will yield, I want you to know that I believe that there is a lot of room for discussion on that. I do not pretend to represent all Republicans on this, but I know that there are many who would like to work with you on it. Again, the concern is, could we do it as a veto-proof measure if the President will not go along with a bipartisan budget. Would you have any feel for that?|104107|960104|11|Hcr04ja96-151 1.txt|141|000146|H146-H147|396|80|GA|Jack Kingston|H|1|R
10419960000936|If you will be so kind, then why would we want to take any money out of that fund? Why would you not want to, if you are increasing the money from $4,800 to $7,100, I will not dispute that, that there is an increase in that number? I would argue that I do not believe that is going to be enough, based on our experience in Hawaii, and so on. That is my view and some others. I mean, economists have a job explaining to other people why they do not have jobs. Right. So one economist will tell you one thing, and, you know, we are victims of that as much as we are beneficiaries. So why would you want to take any money out of Medicare at this time, $270 billion, $240 billion, whatever it is? Why would we want to take money out? To the degree we want to count savings as a result of tightening up waste, fraud, and abuse, tightening up the amount that we are willing to pay for hospital care or doctor's fees or pharmaceutical needs, et cetera, to the degree there is a savings, let us suppose, again for honest conversation sake, that the $270 billion that is proposed for savings is actually savings, would we not want to have that savings reinvested in the system? Are you counting the $270 billion toward the $7,100?|104118|960104|22|Hcr04ja96-186 1.txt|332|000351|H165-H172|1221|234|HI|Neil Abercrombie|H|1|D
10419960001900|Mr. Speaker, During rollcall vote Nos. 8 and 9 on H Res. 330 and H. Res. 336 I was unavoidably detained. Had I been present I would have voted ``No'' on each.|104287|960105|1|Hcr05ja96-78 1.txt|16|000018|H240|158|32|NC|Eva M. Clayton|H|1|D
10419960001937|Mr. Speaker, it is always refreshing to hear the comments of my good friend from Massachusetts, and to hear the frustration on that side of the aisle, especially when it comes to the Secretary of the Treasury and his effort to dillydally around with the debt limit, the debt ceiling, being so in love with the notion of keeping the Government operating that he would take pension funds to pay it; an oath of fealty to keeping the Government running instead of being true to the American people. Mr. Speaker, neither side has all the answers, but the fact remains that we must remain true to our country, to our Constitution, and to generations yet unborn by at long last passing a budget that comes into balance in 7 years, using honest numbers. Let us get past frustration and let us see productivity and once again we reach out our hand to the minority party. Join with us and govern this Nation.|104014|960105|1|Hcr05ja96-88 1.txt|18|000032|H308|898|162|AZ|J.D. Hayworth|H|6|R
10419960002549|Let me thank the gentlewoman from Connecticut [Ms. DeLauro] for making certain that this issue is understood more clearly by the American people and by all of those that might think that this is some sort of simple political maneuver that is entirely expected out of those rascals that run Washington, DC, these days. This is a highly unusual and very provocative and extremist tactic that is being employed to bring about the imposition of a particular set of political beliefs by a particular group of Republicans. I think it was interesting that, in the newspapers from Boston Globe to the New York Times and a number of others in today's news reporting, that they reported that Speaker Gingrich just yesterday evening had offered a compromise to allow the debt ceiling issue to be avoided in the Congress. Yet, in all of the discussions that are taking place today on the House floor and among Republicans, we find that there is, in fact, no real agreement among Republicans to, in fact, come to grips with this debt ceiling. I, in fact, debated early this morning with the leader of the movement in the Republican Party, the gentleman from Michigan [Mr. Smith], over the issue of the extension of the debt limit. I did not get any sense that he and many other Republicans are now in a process of being willing to compromise on extending the debt limit. Rather, I think that there are a number of Republicans that have signed, in their belief in a contract which requires them to hold the debt limit at its current spending levels in order to impose upon this country the set of beliefs that they ran on when they ran for the Congress of the United States. The truth of the matter is that we have a system in this country which has worked for well over 200 years which does not say that just simply because one gets elected to the Congress that you can impose your set of beliefs on the entire country. We have a process that is set up where you have to get a bill passed by the House of Representatives, passed by the U.S. Senate, if you get it passed by both of those, then you have to get it signed into law by the President. If the President were to sign into law all of the provisions that the Republicans, this extreme group of Republicans, want in their contract, then, in fact, we might be able to go along and have this debt ceiling raised without any controversy. The truth of the matter is there are a number of people in this country that do not believe that we ought to be gutting the Medicare Program, gutting the Medicaid Program, that do not believe that we ought to be doing that at the same time providing an enormous tax cut to the wealthiest people in the Nation. As a result of that specific provision, the Republicans are intending on dumping the entire debt of this Nation and potentially upsetting the whole apple cart of the world's economic finances and the trust that has been established over 200 years or more of history in terms of the United States being the premier creditor Nation in the entire world. So, what essentially is taking place here is very simple. A small group of Republicans have held up the rest of the Republicans and have put a gun to the head of the entire American people and said, ``You either accept our particular belief on how this country ought to move forward or else we are going to, No. 1, not pay our debt.'' OK, we do not pay the first debt that is over $380 billion that is going to come up in the next month. Wall Street has told us that if that debt is defaulted on, we can expect a minimum rise of 1 percent in our borrowing cost. A 1 percent borrowing cost increase for anybody with an adjustable rate mortgage is going to cost them $1,200 a year. Now, the entire tax break that the Republicans are insistent upon in order to get this is not even worth $1,200 a year. So they are going to give away more to interest rate increases than they are going to get out of the tax break. This is the most ludicrous proposition that one could possibly design. President Clinton has reached out to the Republicans and said that he will in fact come up with a 7-year balanced budget, with a CBO balanced budget; he will do it with cuts. What he will not do is go beyond the cuts that are required to get to a balanced budget and actually provide an enormous tax break, the lion's share of which goes to the wealthiest people in this country. It is a principled position. It is a reasonable thing to believe in in this country, a system of government that has been set into place, that does not allow an extremist view to come in and impose itself upon the rest of the Nation. Those differences are what we are elected to then work out a reasonable compromise. We have a system of this country that allows that compromise to move forward. What we ought not to do is sit back and allow the imposition of a particular viewpoint to be rammed down the throat of the rest of the Nation while we sit back and diddle. I believe that it is important for us to have this debate. It is important for us to make certain that the American public understands that if in fact we go ahead and default on this debt, that this is not a tactic that anybody, many Republicans, John Kasich included, have ever endorsed. I would ask John Kasich and I would ask other moderate Republicans to join with over 150 Democrats that in just 1 day have signed a clean discharge petition. All you have to do is walk up to that front desk. Ask the clerk to provide you, they will even give you a pen. They will give you that pen. You put your name to the paper, and we can make this issue go away, provide the credit of this country with the service that it needs and provide this country with the kind of compromise solution that has worked for over 200 years of American history. I thank the gentlewoman from Connecticut.|104191|960125|30|Hcr25ja96-115 1.txt|589|000679|H861-H867|5850|1088|MA|Joseph P. Kennedy|H|8|D
10419960005204|Mr. Speaker, I thank the gentleman for yielding me this time. I would like to begin by saluting the gentleman from Virginia [Mr. Wolf] for his hard work on this particular bill. We are hearing a lot about what this bill is and what it is not. I think one of our former Presidents once said, ``Education is expensive, but ignorance is even more expensive.'' This bill is about educating the American people. It is not about mandating the States. It is about getting information out to the people about what the gaming industry and the gambling is doing to our small businesses and our families and our wages. That is what this is about. I recommend the ``Luck Business'', by Robert Goodman, to see some of the devastating consequences that gaming is having in our small communities. Second, this is about values. Our values in American society are not to say to our children, ``Go out and win the lottery. We are going to go out to 7-Eleven and buy enough tickets and go gaming and gambling, and that is the way to make the American dream.'' It is about hard work and sacrifice and commitment. So let us study and see what this proliferation of gambling is having on American families and American small businesses. That is all this bill does.|104144|960305|37|Hcr05mr96-94 1.txt|1326|001347|H1675-H1687|1242|223|IN|Tim Roemer|H|3|D
10419960005243|Under a previous order of the House, the gentleman from Florida [Mr. Mica] is recognized for 5 minutes.|104900|960306|1|Hcr06mr96-104 1.txt|16|000017|H1753-H1754|103|18|NA|Speaker|NA|NA|N/A
10419960006532|I want to thank you for taking this hour so we have a chance to discuss some of the basic achievements we have had in the 104th Congress, so we can continue the enthusiasm to make sure we continue our reform goals. I thank you for your leadership.|104342|960313|27|Hcr13mr96-116 1.txt|760|000763|H2214-H2220|247|48|PA|Jon Fox|H|13|R
10419960008705|In its present form, I am, Mr. Speaker|104373|960321|364|Hcr21mr96-66 1.txt|8506|008506|H2589-H2640|38|8|TX|John Bryant|H|5|D
10419960014630|That will be part of the agreement that will be entered into by the Architect with those displaying vehicles?|104217|960507|51|Hcr07my96-105 1.txt|546|000547|H4442-H4446|109|19|MN|James L. Oberstar|H|8|L
10419960014982|I yield to the gentleman from Florida|104386|960507|254|Hcr07my96-114 1.txt|3746|003746|H4467-H4493|37|7|TX|Sheila Jackson-Lee|H|18|D
10419960019840|Mr. Chairman, let me talk about the Jackson- Lee amendment for a few minutes, and I think the Members who are here and who are watching it now realize that we are talking about authorization bill here. The Committee on Appropriations has already appropriated $600 million more than this bill authorizes, and what we are trying to do with my colleagues from Houston, Ms. Jackson-Lee's amendment, is to provide $81.5 million in additional authorization to make sure we do not have as much as 3 weeks' furlough of the employees there. That is really not a way to run a government, a business, or an airline, or a railroad, or anything else where we plan to authorize less than what we are going to spend so we can lay off those workers there because we are not planning for it. Again, it does not make any sense because all we are doing is authorizing, we are not spending a penny with this bill today. The Committee on Appropriation and the appropriations bill will spend the penny; we are just authorizing them to do it. And since they have already come up with $600 million more, again my colleagues may disagree with that, well, then let us talk to the Committee on Appropriations. But NASA has already downsized and done everything they can. NASA has already downsized, and they have become leaner, meaner. In fact, whether it be the administration or those of us in Congress who have made them provide a better value for the American taxpayer, they have cut 4,000 civil service jobs since 1993 and plan to continue to cut another 4,000 by the fiscal year 2000. And the reduction in work force will not generate the savings for this coming year because NASA cannot technically execute a reduction in work force or a RIF, one early enough to generate that savings even if it is not authorized. That is what I think we need to go back to, and from what I understand, this $81.5 million that is needed for the authorization to make sure that we do not have that furlough of those employees, these are full-time NASA employees where planning but not authorizing funding for them, to furlough them for 10 to 12 to 21 days sometime during the year. Again that is not the way anybody should run their business, and we should not expect the Government to run that way either because we are just authorizing it today. The future of our work force depends on the high-skilled and the skilled jobs that the space station, the aerospace industry provides, and again we should not treat those employees, whether they are NASA or whether they are contract, in saying, ``Well, we've sorry we're going to lay you off for 21 days because we don't have the authorization to spend the money even though one hand we could do it, but on the other hand we are not giving it to you.'' That just does not make any sense.|104397|960530|90|Hcr30my96-99 1.txt|985|001028|H5674-H5724|2798|505|TX|Gene Green|H|29|D
10419960021355|Mr. Speaker, I yield to the gentlewoman from Hawaii|104245|960606|6|Hcr06jn96-121 1.txt|343|000343|H5984-H5990|51|9|NJ|Frank Pallone|H|6|D
10419960026629|Mr. Speaker, if the Federal Trade Commission had jurisdiction over our legislative processes, I think that this would probably be cited as a bait and switch proposition. I read the resolution and it consists largely of a number of very good reasons why we should not do favors for and make concessions to and trade on these terms with the Chinese People's Republic. It is a long list of the great grievances which we have against the Chinese People's Republic. Then we come into the last page, in which, having shaken our fist at them and listed all the terrible things we do, we unleash our weapon: Hearings. Now, I appreciate the fact that hearings can sometimes be a nuisance if you are the Secretary of an American Cabinet department. The notion that we are going to have hearings might be a problem. but the threat of hearings in this situation seems to me to be of quite minimal effect on the Chinese. So I would have to say, and I will yield to the gentleman if he would yield me some of his time, because I only have 2 minutes and he had 8 and some odd minutes left, but at this point I would say it does appear to me that any resemblance between this and a serious piece of legislation is entirely coincidental. The notion that the Chinese, having compiled this very long record of violating agreements and abusing people and getting the better of us economically, would really be upset because we are going to have hearings seems to me to be quite minimal. If the gentleman wants to yield some time, I will be glad to have a colloquy with him, but apparently he does not, so I will simply say that this may ease the conscience of those who voted for MFN. If in fact Members agree with everything in this resolution, I do not know how they could have voted to give the Chinese Most-Favored-Nation treatment. There is certainly nothing, I will say in closing, in the behavior, in the record, in the composition of the People's Republic of China that ought to give anybody the slightest inclination to believe that the Chinese will pay any more attention to this than they have anything we ever did before.|104187|960627|33|Hcr27jn96pt2-47 1.txt|1227|001261|H7027-H7040|2113|385|MA|Barney Frank|H|4|D
10419960027683|Mr. Chairman, reclaiming my time, within the Violence Against Women Act programs is a special program that is very dear to me and the people of the eighth District of Michigan. I am referring to the battered women's shelter programs administered through the Department of Health and Human Services. Although the committee has increased the dollars for battered women's shelters, my amendment would give the program an additional $2.4 million to fully fund the program at the President's request. In my home town in Michigan, the LACASA women's shelter provides hundreds of abused women and their children shelter, food, and counseling. For many years, my wife Katie and I have worked arm in arm with the dedicated workers and volunteers of LACASA to find the scarce resources to keep their shelter operations continue. I am now in a position to do more as a congressman, and I intend to. It's time for this abuse to stop. These women and children need our help, and they need our help now because there is simply no tomorrow for some of them. Even with the hard work and dedication of groups like LACASA that are working for women around the country, the need for more services and more Federal dollars continues to increase. In Michigan, for instance, the nights of shelter provided each year to abused women has increased 23 percent since 1991. However, even with these increased services in Michigan, the number of domestic violence victims denied shelter since 1991 has increased 25 percent. This is one area of service where it seems we cannot do enough. When abused women and children need to get themselves out of terribly abusive relationships, they need to act quickly. We must provide a secure safehouse for battered women and their children. We must provide for them today. My amendment takes another step forward to provide all the help we can to the women and children who most need it. I urge my colleagues on both sides of the aisle to support my amendment to fully fund the battered women's shelter programs within the Violence Against Women Act.|104201|960710|91|Hcr10jy96-60 1.txt|2348|002382|H7220-H7243|2062|352|MI|Dick Chrysler|H|8|R
10419960028229|Mr. Chairman, I yield 6 minutes to the gentleman from California [Mr. Riggs], a member of our subcommittee.|104131|960711|279|Hcr11jy96-95 1.txt|5711|005712|H7280-H7327|107|18|IL|John Edward Porter|H|10|R
